Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
United States of America,9.0,4.0,1,Back-end,,,3.0,,1.0,,5.0,11.302216779257382,6.0,1.0,5.0,81.0,9.0,0.3,12.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1,Other,2.0,,6.0,Software Development,1.0,0.0,5.0,11.420985599271363,10.0,7.0,8.0,100.0,36.0,0.5454545454545454,25.0
Ukraine,24.0,5.0,1,Desktop,,,10.0,Software Development,1.0,,,11.002116507732017,2.0,,,576.0,100.0,0.4,0.0
Germany,15.0,5.0,1,Embedded/Hardware,7.0,1.0,8.0,Software Development,1.0,0.0,2.0,11.556119045056985,10.0,,11.0,225.0,64.0,0.5,0.0
Germany,20.0,5.0,1,Mobile,4.0,1.0,12.0,Retail and Consumer Services,2.0,0.0,,11.588913810969567,4.0,2.0,3.0,400.0,144.0,0.5714285714285714,9.0
other,33.0,5.0,1,Back-end,4.0,1.0,28.0,Software Development,3.0,0.0,3.0,11.438341995170033,8.0,5.0,7.0,1089.0,784.0,0.8235294117647058,20.0
United States of America,24.0,1.0,1,Full-stack,5.0,2.0,24.0,Other:,4.0,0.0,5.0,11.289794413577894,6.0,2.0,,576.0,576.0,0.96,0.0
other,12.0,5.0,1,Data/ML,6.0,1.0,10.0,Healthcare,1.0,1.0,15.0,11.923842351756639,23.0,30.0,,144.0,100.0,0.7692307692307693,0.0
United States of America,10.0,2.0,1,Other,3.0,,8.0,Manufacturing,1.0,0.0,5.0,11.002116507732017,3.0,1.0,2.0,100.0,64.0,0.7272727272727273,6.0
Netherlands,18.0,4.0,1,Back-end,2.0,,12.0,Government,2.0,0.0,,10.844958582940581,1.0,2.0,3.0,324.0,144.0,0.631578947368421,6.0
United States of America,29.0,5.0,1,Software,7.0,2.0,17.0,Software Development,2.0,0.0,5.0,11.849404844423074,9.0,5.0,11.0,841.0,289.0,0.5666666666666667,25.0
Poland,14.0,2.0,1,Full-stack,,,5.0,Banking/Financial Services,1.0,,,11.01071264430246,8.0,4.0,6.0,196.0,25.0,0.3333333333333333,18.0
United States of America,50.0,5.0,1,Software,7.0,2.0,42.0,"Internet, Telecomm or Information Services",4.0,1.0,5.0,11.849404844423074,8.0,3.0,1.0,2500.0,1764.0,0.8235294117647058,12.0
Canada,10.0,4.0,1,Management,3.0,1.0,10.0,Software Development,1.0,1.0,,11.890800099073877,6.0,6.0,17.0,100.0,100.0,0.9090909090909091,29.0
Sweden,18.0,5.0,1,Other,5.0,1.0,10.0,Healthcare,1.0,0.0,4.0,11.332985070956667,3.0,,,324.0,100.0,0.5263157894736842,0.0
United States of America,28.0,4.0,1,Back-end,3.0,2.0,20.0,Retail and Consumer Services,3.0,0.0,5.0,11.995357787034976,6.0,2.0,13.0,784.0,400.0,0.6896551724137931,21.0
Germany,27.0,5.0,1,Other,2.0,,20.0,Banking/Financial Services,3.0,0.0,2.0,11.671432356998142,,5.0,7.0,729.0,400.0,0.7142857142857143,0.0
Sweden,18.0,6.0,1,Software,3.0,1.0,20.0,Healthcare,3.0,0.0,5.0,11.336880171167758,5.0,,,324.0,400.0,1.0526315789473684,0.0
other,4.0,5.0,1,Full-stack,7.0,2.0,1.0,Manufacturing,0.0,0.0,6.0,9.436200230784621,7.0,5.0,9.0,16.0,1.0,0.2,21.0
India,13.0,5.0,1,Back-end,4.0,1.0,13.0,"Transportation, or Supply Chain",2.0,0.0,5.0,11.277759938428693,,4.0,7.0,169.0,169.0,0.9285714285714286,0.0
Spain,12.0,4.0,1,Front-end,3.0,2.0,12.0,Software Development,2.0,0.0,10.0,11.063649525214753,3.0,3.0,6.0,144.0,144.0,0.9230769230769231,12.0
United States of America,40.0,4.0,1,Full-stack,3.0,2.0,38.0,Energy,4.0,0.0,5.0,11.918397239722838,6.0,2.0,5.0,1600.0,1444.0,0.926829268292683,13.0
United States of America,15.0,2.0,1,Back-end,2.0,2.0,11.0,Fintech,2.0,0.0,10.0,11.813037464800539,8.0,1.0,12.0,225.0,121.0,0.6875,21.0
France,20.0,5.0,1,Back-end,1.0,2.0,15.0,Computer Systems Design and Services,2.0,0.0,4.0,10.862991018833101,6.0,,8.0,400.0,225.0,0.7142857142857143,0.0
Italy,36.0,1.0,1,Full-stack,,,33.0,Other:,4.0,,3.0,10.457516333602767,8.0,4.0,1.0,1296.0,1089.0,0.8918918918918919,13.0
Poland,20.0,5.0,1,Back-end,5.0,,13.0,Fintech,1.0,0.0,,11.6005791356451,3.0,6.0,6.0,400.0,169.0,0.6190476190476191,15.0
other,6.0,4.0,1,Back-end,7.0,,5.0,Software Development,1.0,0.0,4.0,9.444146871458646,4.0,3.0,6.0,36.0,25.0,0.7142857142857143,13.0
Switzerland,48.0,6.0,1,Other,3.0,1.0,45.0,Higher Education,4.0,0.0,10.0,12.315769744603127,4.0,,,2304.0,2025.0,0.9183673469387755,0.0
United Kingdom of Great Britain and Northern Ireland,25.0,4.0,1,Software,5.0,1.0,20.0,Other:,2.0,1.0,10.0,11.572994638436139,6.0,1.0,5.0,625.0,400.0,0.7692307692307693,12.0
United Kingdom of Great Britain and Northern Ireland,22.0,5.0,1,Back-end,5.0,1.0,15.0,Banking/Financial Services,2.0,0.0,2.0,11.245215940017895,3.0,1.0,4.0,484.0,225.0,0.6521739130434783,8.0
France,5.0,6.0,1,Full-stack,5.0,1.0,2.0,Retail and Consumer Services,2.0,0.0,,10.052079956585954,7.0,5.0,,25.0,4.0,0.3333333333333333,0.0
United Kingdom of Great Britain and Northern Ireland,14.0,2.0,1,Full-stack,4.0,1.0,3.0,Fintech,0.0,0.0,9.0,11.310637907535396,10.0,6.0,9.0,196.0,9.0,0.2,25.0
United States of America,12.0,4.0,1,Full-stack,3.0,,4.0,Healthcare,0.0,0.0,5.0,11.571203807011969,9.0,3.0,15.0,144.0,16.0,0.3076923076923077,27.0
Germany,16.0,5.0,1,Other,7.0,,13.0,Other:,2.0,1.0,4.0,11.843803511820838,4.0,1.0,1.0,256.0,169.0,0.7647058823529411,6.0
United States of America,9.0,4.0,1,Desktop,5.0,2.0,1.0,Software Development,0.0,0.0,12.0,11.51293546492023,10.0,3.0,3.0,81.0,1.0,0.1,16.0
Spain,44.0,0.0,1,Full-stack,1.0,1.0,25.0,Healthcare,3.0,0.0,5.0,9.946738594530443,4.0,1.0,4.0,1936.0,625.0,0.5555555555555556,9.0
United States of America,26.0,4.0,1,Full-stack,7.0,2.0,22.0,Software Development,3.0,0.0,8.0,12.429220196836383,5.0,,9.0,676.0,484.0,0.8148148148148148,0.0
United Kingdom of Great Britain and Northern Ireland,31.0,4.0,1,Full-stack,4.0,1.0,21.0,Computer Systems Design and Services,3.0,0.0,3.0,11.223628756361444,8.0,4.0,8.0,961.0,441.0,0.65625,20.0
United States of America,25.0,2.0,1,Full-stack,1.0,1.0,29.0,Software Development,3.0,0.0,1.0,12.25486757159303,5.0,2.0,,625.0,841.0,1.1153846153846154,0.0
Brazil,20.0,5.0,1,Back-end,2.0,2.0,13.0,"Internet, Telecomm or Information Services",2.0,0.0,5.0,10.094603657011579,2.0,4.0,,400.0,169.0,0.6190476190476191,0.0
India,3.0,4.0,1,Full-stack,3.0,,1.0,Software Development,0.0,1.0,1.0,9.360913230455557,4.0,,,9.0,1.0,0.25,0.0
Spain,22.0,4.0,1,Full-stack,5.0,2.0,10.0,Banking/Financial Services,2.0,0.0,10.0,11.756788869858779,11.0,9.0,12.0,484.0,100.0,0.43478260869565216,32.0
Sweden,35.0,5.0,1,Back-end,3.0,2.0,20.0,Software Development,3.0,0.0,10.0,11.341876137214152,3.0,3.0,7.0,1225.0,400.0,0.5555555555555556,13.0
United States of America,40.0,5.0,1,Software,3.0,,40.0,Software Development,4.0,0.0,5.0,12.07254696717504,5.0,3.0,5.0,1600.0,1600.0,0.975609756097561,13.0
other,25.0,4.0,1,Full-stack,1.0,2.0,17.0,"Transportation, or Supply Chain",2.0,0.0,7.0,10.862991018833101,9.0,3.0,9.0,625.0,289.0,0.6538461538461539,21.0
United States of America,35.0,4.0,1,Management,2.0,2.0,27.0,Insurance,3.0,1.0,10.0,12.429220196836383,8.0,5.0,6.0,1225.0,729.0,0.75,19.0
other,16.0,4.0,1,Back-end,2.0,2.0,13.0,Software Development,1.0,0.0,12.0,11.661483391611373,3.0,7.0,10.0,256.0,169.0,0.7647058823529411,20.0
Netherlands,11.0,4.0,1,DevOps/Cloud,5.0,1.0,3.0,Software Development,1.0,0.0,,11.063649525214753,7.0,,8.0,121.0,9.0,0.25,0.0
United States of America,20.0,1.0,1,Back-end,7.0,2.0,13.0,Fintech,1.0,0.0,5.0,11.51293546492023,6.0,7.0,11.0,400.0,169.0,0.6190476190476191,24.0
France,18.0,3.0,1,Other,3.0,1.0,6.0,Other:,1.0,0.0,5.0,10.745205588904774,5.0,3.0,,324.0,36.0,0.3157894736842105,0.0
Canada,31.0,2.0,1,Management,1.0,1.0,23.0,Software Development,2.0,0.0,3.0,11.603122595387731,11.0,4.0,6.0,961.0,529.0,0.71875,21.0
Netherlands,37.0,1.0,1,DevOps/Cloud,7.0,2.0,30.0,Computer Systems Design and Services,3.0,0.0,20.0,11.230708431949505,13.0,5.0,6.0,1369.0,900.0,0.7894736842105263,24.0
United States of America,42.0,4.0,1,Other,,,27.0,,3.0,,5.0,11.736077016252437,3.0,2.0,1.0,1764.0,729.0,0.627906976744186,6.0
Italy,30.0,2.0,1,Desktop,1.0,,30.0,Software Development,3.0,1.0,1.0,10.457516333602767,2.0,1.0,,900.0,900.0,0.967741935483871,0.0
other,10.0,4.0,1,Management,2.0,,10.0,Software Development,1.0,0.0,20.0,9.585002570929301,5.0,3.0,2.0,100.0,100.0,0.9090909090909091,10.0
Switzerland,30.0,6.0,1,Other,6.0,1.0,21.0,Higher Education,3.0,0.0,,12.013167277276574,7.0,,7.0,900.0,441.0,0.6774193548387096,0.0
France,13.0,5.0,1,Full-stack,,,11.0,Fintech,1.0,,2.0,11.275822431886601,1.0,1.0,6.0,169.0,121.0,0.7857142857142857,8.0
United Kingdom of Great Britain and Northern Ireland,35.0,0.0,1,Full-stack,,,35.0,Software Development,4.0,,5.0,11.128321247529394,6.0,5.0,5.0,1225.0,1225.0,0.9722222222222222,16.0
other,20.0,4.0,1,Desktop,2.0,1.0,10.0,Software Development,2.0,0.0,3.0,9.870240958742492,17.0,4.0,7.0,400.0,100.0,0.47619047619047616,28.0
Germany,29.0,5.0,1,Other,6.0,1.0,28.0,Banking/Financial Services,3.0,0.0,4.0,11.691038176990128,4.0,3.0,7.0,841.0,784.0,0.9333333333333333,14.0
Canada,3.0,4.0,1,Back-end,7.0,2.0,2.0,Banking/Financial Services,0.0,0.0,4.0,11.092306109090387,8.0,2.0,4.0,9.0,4.0,0.5,14.0
Canada,8.0,6.0,1,Full-stack,2.0,2.0,8.0,Software Development,1.0,1.0,,10.974523073434003,5.0,1.0,,64.0,64.0,0.8888888888888888,0.0
other,6.0,0.0,1,Full-stack,0.0,1.0,6.0,Software Development,0.0,1.0,30.0,9.223651386035854,7.0,3.0,5.0,36.0,36.0,0.8571428571428571,15.0
Italy,15.0,4.0,1,Embedded/Hardware,3.0,1.0,9.0,Retail and Consumer Services,1.0,0.0,10.0,10.862991018833101,9.0,,6.0,225.0,81.0,0.5625,0.0
France,3.0,1.0,1,Full-stack,1.0,1.0,3.0,Software Development,1.0,0.0,11.0,10.79398857022398,4.0,1.0,,9.0,9.0,0.75,0.0
France,22.0,5.0,1,Software,3.0,,14.0,Fintech,2.0,0.0,5.0,11.438341995170033,9.0,3.0,10.0,484.0,196.0,0.6086956521739131,22.0
Germany,8.0,5.0,1,Desktop,2.0,1.0,4.0,Healthcare,0.0,0.0,4.0,11.332985070956667,7.0,1.0,8.0,64.0,16.0,0.4444444444444444,16.0
Canada,5.0,4.0,1,Full-stack,1.0,1.0,2.0,Other:,0.0,0.0,,10.686841000982222,5.0,2.0,5.0,25.0,4.0,0.3333333333333333,12.0
other,25.0,6.0,1,Other,5.0,1.0,16.0,Software Development,2.0,1.0,2.0,11.908320035000626,9.0,4.0,15.0,625.0,256.0,0.6153846153846154,28.0
United Kingdom of Great Britain and Northern Ireland,26.0,4.0,1,Full-stack,2.0,2.0,24.0,Software Development,2.0,0.0,4.0,12.00377896707668,3.0,1.0,4.0,676.0,576.0,0.8888888888888888,8.0
Netherlands,20.0,4.0,1,Software,3.0,,15.0,Software Development,2.0,0.0,,11.756788869858779,6.0,8.0,5.0,400.0,225.0,0.7142857142857143,19.0
Brazil,26.0,5.0,1,Other,3.0,,16.0,Banking/Financial Services,2.0,0.0,8.0,11.170364731008458,7.0,5.0,7.0,676.0,256.0,0.5925925925925926,19.0
United States of America,10.0,4.0,1,Back-end,7.0,1.0,3.0,Software Development,1.0,0.0,5.0,12.206077645517674,6.0,3.0,3.0,100.0,9.0,0.2727272727272727,12.0
other,18.0,4.0,1,Data/ML,6.0,1.0,15.0,Other:,2.0,1.0,1.0,12.27485682857654,6.0,3.0,8.0,324.0,225.0,0.7894736842105263,17.0
United Kingdom of Great Britain and Northern Ireland,46.0,4.0,1,Full-stack,2.0,2.0,43.0,Software Development,4.0,0.0,10.0,12.00377896707668,4.0,1.0,1.0,2116.0,1849.0,0.9148936170212766,6.0
other,25.0,4.0,1,Full-stack,3.0,1.0,20.0,Software Development,3.0,,8.0,11.304805984955106,10.0,8.0,9.0,625.0,400.0,0.7692307692307693,27.0
United States of America,28.0,5.0,1,Back-end,,,28.0,,4.0,,10.0,12.245298166364206,6.0,4.0,2.0,784.0,784.0,0.9655172413793104,12.0
India,15.0,4.0,1,Management,7.0,1.0,10.0,Software Development,1.0,1.0,,12.35655947880411,5.0,,1.0,225.0,100.0,0.625,0.0
Germany,13.0,4.0,1,Full-stack,5.0,1.0,6.0,Computer Systems Design and Services,1.0,0.0,3.0,11.150663514162712,11.0,1.0,13.0,169.0,36.0,0.42857142857142855,25.0
other,11.0,5.0,1,Mobile,5.0,2.0,8.0,Software Development,1.0,0.0,,11.756788869858779,4.0,,8.0,121.0,64.0,0.6666666666666666,0.0
Germany,15.0,4.0,1,Back-end,3.0,1.0,12.0,Banking/Financial Services,1.0,0.0,,11.498958377741612,3.0,,2.0,225.0,144.0,0.75,0.0
other,25.0,1.0,1,Desktop,5.0,2.0,25.0,Computer Systems Design and Services,2.0,0.0,2.0,10.479679479733372,6.0,,,625.0,625.0,0.9615384615384616,0.0
United States of America,38.0,4.0,1,Embedded/Hardware,2.0,,38.0,Manufacturing,4.0,0.0,20.0,11.502885230075814,7.0,,7.0,1444.0,1444.0,0.9743589743589743,0.0
United States of America,20.0,4.0,1,Mobile,7.0,,20.0,Fintech,4.0,0.0,8.0,12.388398368982115,1.0,,,400.0,400.0,0.9523809523809523,0.0
United States of America,10.0,4.0,1,Full-stack,4.0,2.0,8.0,Software Development,1.0,0.0,10.0,11.918397239722838,6.0,3.0,8.0,100.0,64.0,0.7272727272727273,17.0
United Kingdom of Great Britain and Northern Ireland,11.0,4.0,1,Mobile,2.0,2.0,11.0,Software Development,1.0,0.0,10.0,11.961220151053748,8.0,1.0,5.0,121.0,121.0,0.9166666666666666,14.0
Canada,20.0,4.0,1,Management,2.0,2.0,15.0,Software Development,2.0,1.0,,11.603122595387731,5.0,1.0,7.0,400.0,225.0,0.7142857142857143,13.0
other,8.0,4.0,1,Full-stack,,,4.0,,1.0,,8.0,9.42124938562205,3.0,2.0,6.0,64.0,16.0,0.4444444444444444,11.0
United States of America,40.0,2.0,1,Other,7.0,2.0,40.0,Banking/Financial Services,4.0,0.0,20.0,11.995357787034976,7.0,8.0,6.0,1600.0,1600.0,0.975609756097561,21.0
Sweden,43.0,5.0,1,Desktop,3.0,1.0,29.0,Software Development,3.0,0.0,10.0,11.655336070451343,6.0,,,1849.0,841.0,0.6590909090909091,0.0
United States of America,16.0,4.0,1,Full-stack,7.0,1.0,13.0,Retail and Consumer Services,2.0,0.0,3.0,11.982935344196433,4.0,7.0,16.0,256.0,169.0,0.7647058823529411,27.0
United States of America,7.0,4.0,1,Front-end,,,3.0,,1.0,,20.0,11.407576060361786,4.0,1.0,,49.0,9.0,0.375,0.0
United States of America,14.0,4.0,1,Back-end,1.0,2.0,10.0,Energy,1.0,0.0,3.0,12.345838935721968,8.0,1.0,5.0,196.0,100.0,0.6666666666666666,14.0
other,9.0,4.0,1,Full-stack,2.0,,7.0,Energy,1.0,1.0,,10.318836982718269,5.0,2.0,6.0,81.0,49.0,0.7,13.0
Netherlands,9.0,5.0,1,Other,5.0,1.0,9.0,Other:,2.0,0.0,6.0,10.862991018833101,4.0,,,81.0,81.0,0.9,0.0
other,30.0,2.0,1,Desktop,,,26.0,Software Development,3.0,,2.0,10.992032670192192,8.0,4.0,,900.0,676.0,0.8387096774193549,0.0
United States of America,22.0,4.0,1,Full-stack,5.0,2.0,15.0,Energy,2.0,1.0,,12.07254696717504,7.0,1.0,10.0,484.0,225.0,0.6521739130434783,18.0
United States of America,35.0,4.0,1,Full-stack,,,30.0,Government,4.0,0.0,4.0,11.552155793461898,8.0,4.0,6.0,1225.0,900.0,0.8333333333333334,18.0
United Kingdom of Great Britain and Northern Ireland,10.0,1.0,1,Mobile,3.0,2.0,2.0,Software Development,0.0,0.0,2.0,11.18658572082757,10.0,3.0,7.0,100.0,4.0,0.18181818181818182,20.0
United States of America,15.0,4.0,1,Full-stack,2.0,1.0,14.0,Software Development,1.0,0.0,6.0,11.813037464800539,11.0,2.0,15.0,225.0,196.0,0.875,28.0
other,25.0,1.0,1,Full-stack,,,15.0,Software Development,2.0,,5.0,11.670057410690523,5.0,6.0,10.0,625.0,225.0,0.5769230769230769,21.0
United States of America,21.0,4.0,1,Management,7.0,2.0,13.0,"Internet, Telecomm or Information Services",2.0,1.0,3.0,12.524530013005734,8.0,7.0,12.0,441.0,169.0,0.5909090909090909,27.0
Canada,15.0,3.0,1,Back-end,1.0,2.0,7.0,"Internet, Telecomm or Information Services",1.0,0.0,4.0,11.207608813306638,6.0,2.0,10.0,225.0,49.0,0.4375,18.0
United States of America,20.0,2.0,1,Other,2.0,2.0,19.0,Computer Systems Design and Services,2.0,0.0,20.0,11.736077016252437,15.0,7.0,9.0,400.0,361.0,0.9047619047619048,31.0
other,47.0,4.0,1,Other,,,40.0,Software Development,4.0,,15.0,11.608244735642321,9.0,11.0,17.0,2209.0,1600.0,0.8333333333333334,37.0
other,21.0,1.0,1,Back-end,7.0,1.0,18.0,Software Development,2.0,0.0,15.0,12.397308518151156,8.0,4.0,7.0,441.0,324.0,0.8181818181818182,19.0
Germany,16.0,5.0,1,Back-end,2.0,,13.0,Healthcare,1.0,0.0,5.0,10.862991018833101,3.0,3.0,3.0,256.0,169.0,0.7647058823529411,9.0
other,30.0,1.0,1,Back-end,,,30.0,Computer Systems Design and Services,3.0,,2.0,11.407576060361786,4.0,1.0,6.0,900.0,900.0,0.967741935483871,11.0
Germany,14.0,5.0,1,Full-stack,1.0,,10.0,Software Development,1.0,0.0,,11.747657608414874,8.0,2.0,11.0,196.0,100.0,0.6666666666666666,21.0
Germany,28.0,5.0,1,Full-stack,7.0,1.0,17.0,Manufacturing,2.0,0.0,7.0,11.498958377741612,5.0,,9.0,784.0,289.0,0.5862068965517241,0.0
other,37.0,2.0,1,DevOps/Cloud,7.0,,28.0,"Internet, Telecomm or Information Services",3.0,0.0,10.0,12.21175646199847,11.0,5.0,9.0,1369.0,784.0,0.7368421052631579,25.0
United States of America,35.0,1.0,1,Management,3.0,2.0,25.0,Banking/Financial Services,2.0,0.0,5.0,12.429220196836383,6.0,4.0,4.0,1225.0,625.0,0.6944444444444444,14.0
United States of America,14.0,4.0,1,Back-end,2.0,1.0,14.0,Media & Advertising Services,2.0,0.0,7.0,12.062496689041264,5.0,4.0,9.0,196.0,196.0,0.9333333333333333,18.0
other,13.0,4.0,1,DevOps/Cloud,5.0,1.0,7.0,Banking/Financial Services,1.0,1.0,14.0,10.6896240399389,7.0,5.0,12.0,169.0,49.0,0.5,24.0
Spain,14.0,2.0,1,Full-stack,2.0,2.0,11.0,Software Development,1.0,0.0,,11.477557321132437,6.0,2.0,4.0,196.0,121.0,0.7333333333333333,12.0
United States of America,26.0,4.0,1,Management,2.0,2.0,22.0,Banking/Financial Services,2.0,1.0,5.0,12.230770136157428,12.0,11.0,17.0,676.0,484.0,0.8148148148148148,40.0
other,23.0,4.0,1,Back-end,3.0,2.0,15.0,Banking/Financial Services,2.0,0.0,,11.304805984955106,4.0,2.0,1.0,529.0,225.0,0.625,7.0
United States of America,11.0,3.0,1,Full-stack,7.0,2.0,6.0,Insurance,1.0,0.0,10.0,11.695255355062795,6.0,4.0,4.0,121.0,36.0,0.5,14.0
other,35.0,5.0,1,Data/ML,,,33.0,Software Development,3.0,,10.0,11.179660080896483,4.0,,3.0,1225.0,1089.0,0.9166666666666666,0.0
United Kingdom of Great Britain and Northern Ireland,10.0,4.0,1,Back-end,3.0,2.0,7.0,Energy,1.0,0.0,3.0,11.68219555401945,7.0,6.0,5.0,100.0,49.0,0.6363636363636364,18.0
India,20.0,5.0,1,Full-stack,1.0,2.0,12.0,"Transportation, or Supply Chain",1.0,0.0,10.0,11.663420901097732,11.0,5.0,13.0,400.0,144.0,0.5714285714285714,29.0
United States of America,25.0,5.0,1,Back-end,5.0,2.0,20.0,Computer Systems Design and Services,2.0,0.0,,12.611541086966115,5.0,1.0,13.0,625.0,400.0,0.7692307692307693,19.0
Germany,23.0,5.0,1,Back-end,3.0,,17.0,Software Development,2.0,0.0,,11.556119045056985,6.0,3.0,5.0,529.0,289.0,0.7083333333333334,14.0
Canada,11.0,4.0,1,Back-end,5.0,2.0,8.0,Software Development,1.0,0.0,15.0,11.197652918513931,7.0,6.0,8.0,121.0,64.0,0.6666666666666666,21.0
United States of America,52.0,4.0,1,Software,3.0,1.0,46.0,Software Development,5.0,0.0,6.0,12.180759965737863,7.0,1.0,6.0,2704.0,2116.0,0.8679245283018868,14.0
other,25.0,4.0,1,Software,7.0,2.0,20.0,Software Development,2.0,1.0,80.0,11.774804996589117,6.0,4.0,7.0,625.0,400.0,0.7692307692307693,17.0
United States of America,12.0,4.0,1,Full-stack,7.0,2.0,5.0,Banking/Financial Services,1.0,0.0,3.0,11.695255355062795,6.0,2.0,7.0,144.0,25.0,0.38461538461538464,15.0
other,31.0,5.0,1,Other,3.0,2.0,22.0,Computer Systems Design and Services,2.0,0.0,,12.162251365981325,12.0,8.0,18.0,961.0,484.0,0.6875,38.0
other,15.0,4.0,1,Other,2.0,,6.0,Other:,2.0,0.0,,10.297183677044293,2.0,,,225.0,36.0,0.375,0.0
United States of America,10.0,4.0,1,Back-end,2.0,2.0,10.0,Software Development,2.0,0.0,2.0,12.07254696717504,1.0,1.0,3.0,100.0,100.0,0.9090909090909091,5.0
other,7.0,4.0,1,Desktop,0.0,2.0,3.0,Software Development,0.0,0.0,3.0,12.611541086966115,12.0,5.0,11.0,49.0,9.0,0.375,28.0
other,6.0,4.0,1,Front-end,2.0,2.0,4.0,Media & Advertising Services,0.0,0.0,7.0,9.798182590890704,6.0,3.0,7.0,36.0,16.0,0.5714285714285714,16.0
United States of America,36.0,2.0,1,Mobile,6.0,1.0,26.0,Retail and Consumer Services,3.0,0.0,5.0,11.695255355062795,6.0,1.0,12.0,1296.0,676.0,0.7027027027027027,19.0
United States of America,12.0,5.0,1,Data/ML,7.0,1.0,9.0,Software Development,1.0,1.0,6.0,12.706850963741102,9.0,4.0,4.0,144.0,81.0,0.6923076923076923,17.0
Germany,12.0,4.0,1,Full-stack,5.0,1.0,1.0,Retail and Consumer Services,1.0,0.0,7.0,10.927519962848502,8.0,2.0,5.0,144.0,1.0,0.07692307692307693,15.0
France,41.0,6.0,1,Full-stack,3.0,2.0,25.0,Software Development,3.0,0.0,3.0,12.131478401319203,9.0,1.0,6.0,1681.0,625.0,0.5952380952380952,16.0
United Kingdom of Great Britain and Northern Ireland,14.0,1.0,1,Back-end,2.0,1.0,14.0,Software Development,2.0,0.0,10.0,12.08382026220213,4.0,5.0,8.0,196.0,196.0,0.9333333333333333,17.0
United States of America,45.0,1.0,1,Front-end,2.0,,56.0,Retail and Consumer Services,5.0,0.0,10.0,10.596659732783579,2.0,,1.0,2025.0,3136.0,1.2173913043478262,0.0
Canada,30.0,4.0,1,Full-stack,,,25.0,Healthcare,2.0,,,12.03055786994914,6.0,3.0,3.0,900.0,625.0,0.8064516129032258,12.0
Italy,12.0,1.0,1,Full-stack,7.0,1.0,8.0,Banking/Financial Services,1.0,0.0,5.0,10.611671117922187,7.0,5.0,4.0,144.0,64.0,0.6153846153846154,16.0
other,25.0,2.0,1,Software,3.0,2.0,23.0,Software Development,2.0,0.0,6.0,11.063649525214753,5.0,7.0,8.0,625.0,529.0,0.8846153846153846,20.0
other,6.0,4.0,1,Full-stack,3.0,,3.0,Software Development,1.0,0.0,2.0,9.61826910952232,8.0,3.0,3.0,36.0,9.0,0.42857142857142855,14.0
United States of America,12.0,4.0,1,Other,4.0,2.0,25.0,Government,3.0,0.0,4.0,11.695255355062795,,,2.0,144.0,625.0,1.9230769230769231,0.0
Germany,12.0,5.0,1,Full-stack,3.0,1.0,12.0,Software Development,2.0,0.0,10.0,11.556119045056985,6.0,6.0,8.0,144.0,144.0,0.9230769230769231,20.0
Germany,12.0,4.0,1,Full-stack,6.0,1.0,3.0,Media & Advertising Services,1.0,0.0,2.0,11.007568195796024,9.0,7.0,6.0,144.0,9.0,0.23076923076923078,22.0
Poland,25.0,5.0,1,Management,,,18.0,"Internet, Telecomm or Information Services",1.0,,6.0,11.002116507732017,11.0,8.0,22.0,625.0,324.0,0.6923076923076923,41.0
Italy,38.0,2.0,1,Other,2.0,2.0,15.0,Software Development,3.0,1.0,10.0,10.817515726756024,9.0,,13.0,1444.0,225.0,0.38461538461538464,0.0
other,16.0,2.0,1,Full-stack,3.0,1.0,10.0,Software Development,1.0,0.0,20.0,10.781723291541018,13.0,11.0,13.0,256.0,100.0,0.5882352941176471,37.0
other,12.0,4.0,1,Full-stack,2.0,1.0,10.0,Software Development,1.0,1.0,7.0,11.08328036286033,9.0,7.0,8.0,144.0,100.0,0.7692307692307693,24.0
United States of America,6.0,5.0,1,Full-stack,7.0,,6.0,Government,3.0,0.0,4.0,11.775297421715827,7.0,2.0,8.0,36.0,36.0,0.8571428571428571,17.0
other,8.0,1.0,1,DevOps/Cloud,1.0,1.0,7.0,"Internet, Telecomm or Information Services",1.0,0.0,,11.118415133585586,9.0,8.0,11.0,64.0,49.0,0.7777777777777778,28.0
United States of America,9.0,5.0,1,Other,3.0,2.0,20.0,"Internet, Telecomm or Information Services",2.0,0.0,7.0,11.982935344196433,2.0,3.0,3.0,81.0,400.0,2.0,8.0
other,13.0,4.0,1,Full-stack,1.0,2.0,12.0,Software Development,1.0,0.0,8.0,9.990444761392025,3.0,1.0,7.0,169.0,144.0,0.8571428571428571,11.0
Sweden,15.0,2.0,1,DevOps/Cloud,5.0,,12.0,Fintech,1.0,0.0,5.0,11.896492551977177,6.0,1.0,7.0,225.0,144.0,0.75,14.0
United States of America,17.0,3.0,1,Software,3.0,1.0,12.0,Insurance,2.0,0.0,10.0,11.755879486687116,6.0,2.0,2.0,289.0,144.0,0.6666666666666666,10.0
United Kingdom of Great Britain and Northern Ireland,40.0,2.0,1,DevOps/Cloud,6.0,1.0,30.0,Media & Advertising Services,3.0,0.0,15.0,11.572994638436139,11.0,5.0,12.0,1600.0,900.0,0.7317073170731707,28.0
